org,count,category,code_id,code_display,concept_id,concept_name,vocab
ZZZ,2,진단검사,L7398^^01,"C1 Inactivator, 이원",941384,Complement C1 esterase inhibitor [Mass/volume] in Serum or Plasma,LOINC
ZZZ,1,진단검사,L7398^^02,"C1 Inactivator, 이원",941384,Complement C1 esterase inhibitor [Mass/volume] in Serum or Plasma,LOINC
XXX,194,진단검사,L3527^^02,Complement C3,944398,Complement C3 [Mass/volume] in Serum or Plasma,LOINC
XXX,37,진단검사,L3527^^01,Complement C3,944398,Complement C3 [Mass/volume] in Serum or Plasma,LOINC
XXX,196,진단검사,L3529^^02,Complement C4,948934,Complement C4 [Mass/volume] in Serum or Plasma,LOINC
XXX,38,진단검사,L3529^^01,Complement C4,948934,Complement C4 [Mass/volume] in Serum or Plasma,LOINC
YYY,2794,진단검사,L2008^^02,ESR,963328,Erythrocyte sedimentation rate by Westergren method,LOINC
YYY,730,진단검사,L2008^^01,ESR,963328,Erythrocyte sedimentation rate by Westergren method,LOINC
YYY,24,진단검사,L3507^^02,"Haptoglobin, 이원",965154,Haptoglobin [Mass/volume] in Serum or Plasma,LOINC
ZZZ,6,진단검사,L3507^^01,"Haptoglobin, 이원",965154,Haptoglobin [Mass/volume] in Serum or Plasma,LOINC
XXX,72,진단검사,L2004^^02,Hematocrit,965763,Hematocrit [Volume Fraction] of Blood by Automated count,LOINC
XXX,5734,진단검사,L3311^^02,HbA1c-NGSP,967255,Hemoglobin A1c/Hemoglobin.total in Blood,LOINC
XXX,2007,진단검사,L3311^^01,HbA1c-NGSP,967255,Hemoglobin A1c/Hemoglobin.total in Blood,LOINC
XXX,3,진단검사,L2995^^02,Hemosiderin,1002227,Hemosiderin [Presence] in Urine,LOINC
XXX,1,진단검사,L35457^^02,"Osmotic fragility test, 이원",1010659,Osmotic fragility of Red Blood Cells,LOINC
YYY,95,진단검사,L374011^^02,혈액점도검사(Blood Viscosity Test),1019119,Viscosity of Blood,LOINC
YYY,54,진단검사,L374011^^01,혈액점도검사(Blood Viscosity Test),1019119,Viscosity of Blood,LOINC
YYY,18,진단검사,L3740^^02,"혈액점도검사(Blood Viscosity Test), 씨젠",1019119,Viscosity of Blood,LOINC
ZZZ,12,진단검사,L3740^^01,"혈액점도검사(Blood Viscosity Test),씨젠",1019119,Viscosity of Blood,LOINC
XXX,2,진단검사,L25935^^02,"CMV PCR(Other), 씨젠",1130914,Cytomegalovirus DNA [Presence] in Blood by NAA with probe detection,LOINC
XXX,1,진단검사,L25935^^01,"CMV PCR(Other), 씨젠",1130914,Cytomegalovirus DNA [Presence] in Blood by NAA with probe detection,LOINC
XXX,10,진단검사,L51231^^02,"Cryoglobulin, 이원",1175168,Cryoglobulin [Presence] in Serum,LOINC
XXX,7,진단검사,L51231^^01,"Cryoglobulin, 이원",1175168,Cryoglobulin [Presence] in Serum,LOINC
XXX,4,진단검사,L5123^^02,Cryoglobulin,1175168,Cryoglobulin [Presence] in Serum,LOINC
YYY,18,진단검사,L511251^^01,(pre-OP) Anti-HBs,1202958,Hepatitis B virus surface Ab [Units/volume] in Serum or Plasma by Immunoassay,LOINC
YYY,6590,진단검사,L5111^^02,HBsAg,1203535,Hepatitis B virus surface Ag [Presence] in Serum,LOINC
YYY,1358,진단검사,L5111^^01,HBsAg,1203535,Hepatitis B virus surface Ag [Presence] in Serum,LOINC
ZZZ,1,진단검사,L511101^^02,HBsAg Confirmatory Test,1203535,Hepatitis B virus surface Ag [Presence] in Serum,LOINC
XXX,18,진단검사,L511151^^01,(pre-OP) HBsAg,1203841,Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Immunoassay,LOINC
XXX,1,진단검사,L251101^^02,"미사용Anti HCV Immunoblot ,이원",1205057,Hepatitis C virus Ab [Presence] in Serum by Immunoblot,LOINC
XXX,6,진단검사,L510601^^02,"VDRL 정량(CSF), 씨젠",1237900,Reagin Ab [Units/volume] in Cerebral spinal fluid by VDRL,LOINC
XXX,5,진단검사,L510501^^02,"VDRL 정성(CSF), 씨젠",1238206,Reagin Ab [Presence] in Cerebral spinal fluid by VDRL,LOINC
YYY,1,진단검사,L51051^^02,TPLA 정밀,1239118,Reagin Ab [Presence] in Serum by VDRL,LOINC
YYY,8,진단검사,L7135^^02,"Anti Scl 70 Ab, 씨젠",1259571,SCL-70 extractable nuclear Ab [Presence] in Serum by Immunoassay,LOINC
YYY,1,진단검사,L7136^^02,Anti Sm Ab,1262280,Smith extractable nuclear Ab [Presence] in Serum by Immunoassay,LOINC
ZZZ,48,진단검사,L5101^^02,ASO,1267425,Streptolysin O Ab [Units/volume] in Serum or Plasma,LOINC
ZZZ,10,진단검사,L5101^^01,Antistreptolysin-O,1267425,Streptolysin O Ab [Units/volume] in Serum or Plasma,LOINC
XXX,125,진단검사,L3209^^02,Antimicrosomal Ab,1271958,Thyroperoxidase Ab [Units/volume] in Serum or Plasma by Radioimmunoassay (RIA),LOINC
XXX,65,진단검사,L3209^^01,Antimicrosomal Ab (TPO Ab),1271958,Thyroperoxidase Ab [Units/volume] in Serum or Plasma by Radioimmunoassay (RIA),LOINC
XXX,8,진단검사,L51071^^02,"TPLA 정밀, 씨젠",1276191,Treponema pallidum Ab [Titer] in Serum by Latex agglutination,LOINC
XXX,2,진단검사,L51071^^01,"TPLA 정밀, 씨젠",1276191,Treponema pallidum Ab [Titer] in Serum by Latex agglutination,LOINC
YYY,20,진단검사,L7349^^01,"Copper(blood), 이원",1362903,Copper [Mass/volume] in Serum or Plasma,LOINC
YYY,11,진단검사,L7349^^02,"Copper(blood), 이원",1362903,Copper [Mass/volume] in Serum or Plasma,LOINC
YYY,1,진단검사,L3429^^01,"Alcohol(Ethanol),이원",1367136,Ethanol [Mass/volume] in Serum or Plasma,LOINC
ZZZ,1,진단검사,L3426^^02,"Lead(spot urine), 이원",1379189,Lead [Mass/volume] in Urine,LOINC
XXX,8,진단검사,L344901^^01,"Manganese(Mn) blood, 이원",1381016,Manganese [Mass/volume] in Blood,LOINC
XXX,21,진단검사,L7348^^02,"Zinc, 이원",1411146,Zinc [Mass/volume] in Serum or Plasma,LOINC
XXX,17,진단검사,L7348^^01,"Zinc, 이원",1411146,Zinc [Mass/volume] in Serum or Plasma,LOINC
XXX,6553,진단검사,L3005^^02,Glucose,1421708,Glucose [Mass/volume] in Urine by Test strip,LOINC
XXX,583,진단검사,L3005^^01,Glucose,1421708,Glucose [Mass/volume] in Urine by Test strip,LOINC
YYY,4,진단검사,L6103^^02,SG,1428281,Specific gravity of Urine by Refractometry,LOINC
YYY,1,진단검사,L6103^^01,SG,1428281,Specific gravity of Urine by Refractometry,LOINC
YYY,2,진단검사,L25311^^02,"Enterovirus PCR, CSF",1438843,Enterovirus identified in Cerebral spinal fluid by Organism specific culture,LOINC
ZZZ,169,진단검사,L79250^^02,"LDH isoenzyme EP, 이원",1464744,Lactate dehydrogenase isoenzymes [Interpretation] in Serum or Plasma,LOINC
XXX,13,진단검사,L79250^^01,"LDH isoenzyme EP, 이원",1464744,Lactate dehydrogenase isoenzymes [Interpretation] in Serum or Plasma,LOINC
XXX,1,진단검사,L7381^^01,"CPK isoenzyme EP, 이원",1465354,Creatine kinase isoenzymes [Interpretation] in Serum or Plasma,LOINC
XXX,15832,진단검사,L2203^^02,PT (Prothrombin time),1484378,Prothrombin time (PT) in Blood by Coagulation assay,LOINC
XXX,2683,진단검사,L2203^^01,PT (Prothrombin time),1484378,Prothrombin time (PT) in Blood by Coagulation assay,LOINC
XXX,5,진단검사,L7281^^02,"Von-Willebrand factor activity, 이원",1502730,von Willebrand factor (vWf) ristocetin cofactor actual/normal in Platelet poor plasma by Platelet aggregation,LOINC
YYY,1,진단검사,L7281^^01,"Von-Willebrand factor activity, 이원",1502730,von Willebrand factor (vWf) ristocetin cofactor actual/normal in Platelet poor plasma by Platelet aggregation,LOINC
YYY,4,진단검사,L713913^^02,"Specific IgE W6(Mugwort),쑥, 씨젠",1564548,Mugwort IgE Ab [Units/volume] in Serum,LOINC
YYY,22,진단검사,L51645^^02,"Specific IgE C2(Penicilloyl V), 씨젠",1574440,Penicillin V IgE Ab [Units/volume] in Serum,LOINC
ZZZ,2,진단검사,L22071^^02,"Mixing test, 이원",1607585,INR in Platelet poor plasma by Coagulation assay,LOINC
XXX,28,진단검사,L2221^^02,Lupus anticoagulant (선별),1608195,dRVVT (LA screen),LOINC
XXX,20,진단검사,L2221^^01,Lupus anticoagulant (선별),1608195,dRVVT (LA screen),LOINC
XXX,99,진단검사,L404421^^02,Clostridium difficile cytotoxin A/B,1629926,Clostridioides difficile toxin A+B [Presence] in Stool by Cytotoxin tissue culture assay,LOINC
XXX,4749,진단검사,L4008^^02,"Culture & sens, Others specimen",1666390,Bacteria identified in Wound by Culture,LOINC
YYY,169,진단검사,L4008^^01,"Culture & sens, Others specimen",1666390,Bacteria identified in Wound by Culture,LOINC
YYY,8,진단검사,L7203^^02,"FTA-ABS IgM, 씨젠",1702822,Treponema pallidum IgM Ab [Presence] in Serum,LOINC
YYY,8215,진단검사,L8122^^02,High-sensitivity troponin T (stat),1716093,Troponin T.cardiac [Mass/volume] in Serum or Plasma,LOINC
ZZZ,1466,진단검사,L8122^^01,High-sensitivity troponin T (stat),1716093,Troponin T.cardiac [Mass/volume] in Serum or Plasma,LOINC
ZZZ,89,진단검사,L8441^^02,Troponin T (POCT),1716093,Troponin T.cardiac [Mass/volume] in Serum or Plasma,LOINC
XXX,29,진단검사,L8441^^01,Troponin T (POCT),1716093,Troponin T.cardiac [Mass/volume] in Serum or Plasma,LOINC
XXX,2,진단검사,L2001^^01,WBC,1749545,Leukocytes [#/volume] in Blood by Automated count,LOINC
XXX,1,진단검사,L2001^^02,WBC,1749545,Leukocytes [#/volume] in Blood by Automated count,LOINC
XXX,2952,진단검사,L3012^^02,Alkalinephosphatase,1778154,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,LOINC
YYY,276,진단검사,L3012^^01,Alkaline phosphatase,1778154,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,LOINC
YYY,1,진단검사,L5166^^01,"Specific IgE E1(Cat Epithelium), 씨젠",1801956,Cat dander IgE Ab [Units/volume] in Serum,LOINC
YYY,3,진단검사,L3104^^01,"Calcium, 24h urine",1816750,Calcium [Mass/time] in 24 hour Urine,LOINC
ZZZ,1,진단검사,L3104^^02,Calcium (24hrs urine),1816750,Calcium [Mass/time] in 24 hour Urine,LOINC
XXX,28,진단검사,L4020^^02,신속항균제감수성검사 (dRAST),1838723,RAST class [Presence] in Serum,LOINC
XXX,11,진단검사,L7150^^02,CMV IgG,2174107,Cytomegalovirus IgG Ab [Units/volume] in Serum or Plasma,LOINC
XXX,4,진단검사,L7150^^01,CMV IgG,2174107,Cytomegalovirus IgG Ab [Units/volume] in Serum or Plasma,LOINC
XXX,7,진단검사,L51421^^02,"(미사용)CMV IgM, 씨젠",2174411,Cytomegalovirus IgM Ab [Units/volume] in Serum or Plasma,LOINC
XXX,6,진단검사,L7174^^02,EBV EBNA IgG,2185279,Epstein Barr virus nuclear IgG Ab [Presence] in Serum,LOINC
YYY,1,진단검사,L7174^^01,EBV-EBNA IgG,2185279,Epstein Barr virus nuclear IgG Ab [Presence] in Serum,LOINC
YYY,3,진단검사,L71761^^02,"(미사용)EBV VCA IgG, 씨젠",2186160,Epstein Barr virus capsid IgG Ab [Units/volume] in Serum,LOINC
YYY,18,진단검사,L5146^^02,EBV VCA IgM,2186464,Epstein Barr virus capsid IgM Ab [Units/volume] in Serum,LOINC
ZZZ,2,진단검사,L5146^^01,EBV VCA IgM,2186464,Epstein Barr virus capsid IgM Ab [Units/volume] in Serum,LOINC
XXX,1,진단검사,L830142^^02,"중증열성혈소판감소증후군(SFTS), 서울보환연",2191304,Hantavirus RNA [Presence] in Serum by NAA with probe detection,LOINC
XXX,1,진단검사,L25939^^01,"HDV RT-PCR, 이원",2193648,Hepatitis D virus RNA [Presence] in Serum by NAA with probe detection,LOINC
XXX,1,진단검사,L25939^^02,"HDV RT-PCR, 이원",2193648,Hepatitis D virus RNA [Presence] in Serum by NAA with probe detection,LOINC
XXX,2,진단검사,L5107^^02,TPHA,2243108,Treponema pallidum Ab [Presence] in Serum by Hemagglutination,LOINC
XXX,7,진단검사,L7276^^02,Varicella zoster IgG,2245207,Varicella zoster virus IgG Ab [Units/volume] in Serum,LOINC
YYY,2,진단검사,L72762^^02,"(미사용)Varicella zoster(VZV) IgG, 씨젠",2245207,Varicella zoster virus IgG Ab [Units/volume] in Serum,LOINC
YYY,1,진단검사,L7276^^01,Varicella zoster virus (VZV) IgG,2245207,Varicella zoster virus IgG Ab [Units/volume] in Serum,LOINC
YYY,9,진단검사,L7277^^02,"Varicella zoster(VZV) IgM, 씨젠",2245513,Varicella zoster virus IgM Ab [Units/volume] in Serum,LOINC
ZZZ,1,진단검사,L7277^^01,"Varicella zoster virus (VZV) IgM, 씨젠",2245513,Varicella zoster virus IgM Ab [Units/volume] in Serum,LOINC
XXX,1,진단검사,L22561^^01,Anti-cardiolipin Ab IgG,2251843,Cardiolipin IgG Ab [Units/volume] in Serum or Plasma,LOINC
XXX,1,진단검사,L22561^^02,Anti-cardiolipin Ab IgG,2251843,Cardiolipin IgG Ab [Units/volume] in Serum or Plasma,LOINC
XXX,1,진단검사,L7290^^02,"미사용(직원검진용)Measles Ab IgG, 이원",2252453,Cardiolipin IgM Ab [Units/volume] in Serum or Plasma,LOINC
XXX,1,진단검사,L22562^^02,Anti-cardiolipin Ab IgM,2252453,Cardiolipin IgM Ab [Units/volume] in Serum or Plasma,LOINC
YYY,1,진단검사,L22562^^01,Anti-cardiolipin Ab IgM,2252453,Cardiolipin IgM Ab [Units/volume] in Serum or Plasma,LOINC
YYY,6,진단검사,L5187^^02,"Anti Centromere Ab, 이원",2253062,Centromere Ab [Units/volume] in Serum,LOINC
YYY,7,진단검사,L3183^^02,"ADA, other fluid",2740902,Adenosine deaminase [Enzymatic activity/volume] in Body fluid,LOINC
ZZZ,111,진단검사,L3233^^01,Squamous Cell Carcinoma (SCC) antigen,2841255,Squamous cell carcinoma Ag [Mass/volume] in Serum or Plasma,LOINC
ZZZ,102,진단검사,L3233^^02,SCC antigen,2841255,Squamous cell carcinoma Ag [Mass/volume] in Serum or Plasma,LOINC
XXX,42,진단검사,L32332^^02,"SCC antigen, 이원",2841255,Squamous cell carcinoma Ag [Mass/volume] in Serum or Plasma,LOINC
XXX,14,진단검사,L32331^^01,SCC antigen (웰니스 종합검진용),2841255,Squamous cell carcinoma Ag [Mass/volume] in Serum or Plasma,LOINC
XXX,1,진단검사,L25450^^02,미사용Chromogranin A [이원],2889435,Chromogranin A [Mass/volume] in Serum or Plasma,LOINC
XXX,3,진단검사,L4070^^01,"wet smear, vaginal discharge",67047002,Microbial wet smear (procedure),SNOMED
YYY,1,진단검사,L4070^^02,"wet smear, vaginal discharge",67047002,Microbial wet smear (procedure),SNOMED
YYY,1,진단검사,L2302^^02,PAS stain,104216002,Periodic acid Schiff stain method (procedure),SNOMED
YYY,40,진단검사,L2905^^02,Other fluid analysis,168147001,Fluid sample analysis (procedure),SNOMED
ZZZ,5,진단검사,L2905^^01,Other fluid analysis,168147001,Fluid sample analysis (procedure),SNOMED
XXX,8,진단검사,L30018^^02,Cardiac battery,232334003,Replacement of battery of intravenous cardiac pacemaker system (procedure),SNOMED
XXX,2,진단검사,L30018^^01,Cardiac battery,232334003,Replacement of battery of intravenous cardiac pacemaker system (procedure),SNOMED
XXX,176,진단검사,L3100^^02,"Albumin/Creatinine Ratio, urine",250745003,Albumin/creatinine ratio measurement (procedure),SNOMED
XXX,11,진단검사,L3182^^02,"LD, other fluid",313956009,Fluid lactate dehydrogenase measurement (procedure),SNOMED
XXX,122,진단검사,L3166^^02,"LD, pleural fluid",413050004,Pleural fluid lactate dehydrogenase measurement (procedure),SNOMED
YYY,36,진단검사,L3166^^01,"Lactate dehydrogenase, pleural fluid",413050004,Pleural fluid lactate dehydrogenase measurement (procedure),SNOMED
YYY,66,진단검사,L3174^^02,"LD, ascitic fluid",413056005,Ascitic fluid lactate dehydrogenase measurement (procedure),SNOMED
YYY,12,진단검사,L3174^^01,"Lactate dehydrogenase, ascitic fluid",413056005,Ascitic fluid lactate dehydrogenase measurement (procedure),SNOMED
ZZZ,4,진단검사,L25484^^02,"코로나19 (COVID-19), 독감 (Influenza) 동시 PCR, 이원",100972-9,Influenza virus A and Influenza virus B and SARS coronavirus 2 RNA panel - Nose by NAA with non-probe detection,LOINC
XXX,8,진단검사,L5007^^01,B cell count (CD19 & CD20) [FCM],100994-3,B-cell CD19 and CD20 subsets panel - Blood by Flow cytometry (FC),LOINC
XXX,1006,진단검사,L811002^^02,"Blood Gas Analysis, vein (stat)",101473-7,Gas and electrolytes panel - Venous blood,LOINC
XXX,414,진단검사,L811002^^01,"Blood Gas Analysis, vein (stat)",101473-7,Gas and electrolytes panel - Venous blood,LOINC
XXX,324,진단검사,L8446^^01,"VBGA, Electro, iCa, Glu, Lac (ER, 중환자실, 회복실용)RP500",101473-7,Gas and electrolytes panel - Venous blood,LOINC
XXX,33,진단검사,L8446^^02,"VBGA, Electro, Ca, Glucose, Lactate(중환자실,회복실용)RP500",101473-7,Gas and electrolytes panel - Venous blood,LOINC
YYY,210,진단검사,L2553^^02,Toxigenic C.difficile 신속 PCR,101557-7,Clostridioides difficile DNA [Presence] in Stool by NAA with probe detection,LOINC
YYY,34,진단검사,L2553^^01,Toxigenic C.difficile 신속 PCR,101557-7,Clostridioides difficile DNA [Presence] in Stool by NAA with probe detection,LOINC
YYY,1,진단검사,L28721201^^02,"FISH, CLL 4종",101788-8,Chronic lymphocytic leukemia gene rearrangements in Blood or Marrow by FISH,LOINC
ZZZ,3,진단검사,L252507^^02,NGS-Circulating tumor DNA panel (DNA only),101968-6,Circulating tumor cells [#/volume] in Plasma or Blood by Sequencing,LOINC
XXX,5,진단검사,L5003^^02,"Acute leukemia panel [FCM], 18종",102098-1,Acute myeloid leukemia minimal residual disease in Bone marrow by Flow cytometry (FC) Narrative,LOINC
XXX,1,진단검사,L5003^^01,Acute leukemia panel [FCM],102098-1,Acute myeloid leukemia minimal residual disease in Bone marrow by Flow cytometry (FC) Narrative,LOINC
XXX,1,진단검사,L50032^^02,"AML follow up [FCM], 5종",102098-1,Acute myeloid leukemia minimal residual disease in Bone marrow by Flow cytometry (FC) Narrative,LOINC
XXX,2,진단검사,L2872365^^02,(미사용)Hemavision 28종 (AML 5종),102101-3,Acute myeloid leukemia in Blood or Tissue by FISH,LOINC
YYY,1,진단검사,L2872365^^01,Hemavision 28종 (AML 5종) [녹십자],102101-3,Acute myeloid leukemia in Blood or Tissue by FISH,LOINC
YYY,3,진단검사,L2872095^^02,"FISH, AML panel (11종)",102103-9,Acute myeloid leukemia panel - Blood or Tissue by FISH,LOINC
YYY,1,진단검사,L2872094^^01,"FISH, AML panel (7종)",102103-9,Acute myeloid leukemia panel - Blood or Tissue by FISH,LOINC
ZZZ,1,진단검사,L2872094^^02,"FISH, AML panel (7종)",102103-9,Acute myeloid leukemia panel - Blood or Tissue by FISH,LOINC
ZZZ,1,진단검사,L287201^^02,"FISH, AML panel (10종)",102103-9,Acute myeloid leukemia panel - Blood or Tissue by FISH,LOINC
XXX,1,진단검사,L287236^^02,"미사용AML mutation panel(6101,6102,65,66,68)",102103-9,Acute myeloid leukemia panel - Blood or Tissue by FISH,LOINC
XXX,1,진단검사,L2872011^^02,"AML FISH 10종,녹십자",102103-9,Acute myeloid leukemia panel - Blood or Tissue by FISH,LOINC
XXX,38,진단검사,L4330^^02,"카바페넴 분해효소(Carbapenemase) 정성검사, 면역법",102120-3,Carbapenemase [Type] in Isolate by Immunoassay,LOINC
XXX,14,진단검사,L4330^^01,"카바페넴 분해효소(Carbapenemase) 정성검사, 면역법",102120-3,Carbapenemase [Type] in Isolate by Immunoassay,LOINC
YYY,24,진단검사,L713969^^02,"Specific IgE C6(Amoxycilloyl),씨젠",102137-7,Amoxicillin IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),LOINC
YYY,4,진단검사,L713972^^02,"Specific IgE C5(Ampicilloyl), 씨젠",102138-5,Ampicillin IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),LOINC
YYY,1,진단검사,L5170^^02,"Specific IgE T3(Birch), 씨젠",102182-3,Silver Birch IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),LOINC
ZZZ,1,진단검사,L713928^^01,"Specific IgE E5(Dog dander)개비듬, 씨젠",102282-1,Dog dander IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),LOINC
XXX,5,진단검사,L32692^^02,"ROMA index (CA125, HE4),이원",10334-1,Cancer Ag 125 [Units/volume] in Serum or Plasma,LOINC
XXX,2,진단검사,L32692^^01,"ROMA index (CA125, HE4),이원",10334-1,Cancer Ag 125 [Units/volume] in Serum or Plasma,LOINC
XXX,18,진단검사,L4007^^02,"Culture & sens, Genitourinary specimen",10354-9,Bacteria identified in Urethra by Culture,LOINC
XXX,1,진단검사,L4007^^01,"Culture & sens, Genitourinary specimen",10354-9,Bacteria identified in Urethra by Culture,LOINC
XXX,45,진단검사,L2401^^02,BM aspiration,10355-6,Microscopic observation [Identifier] in Bone marrow by Wright Giemsa stain,LOINC
YYY,7,진단검사,L2401^^01,BM aspiration,10355-6,Microscopic observation [Identifier] in Bone marrow by Wright Giemsa stain,LOINC
YYY,5,진단검사,L3441^^02,Digoxin,10535-3,Digoxin [Mass/volume] in Serum or Plasma,LOINC
YYY,5,진단검사,L34411^^01,"Digoxin (Lanovin, Dinoxin), 녹십자",10535-3,Digoxin [Mass/volume] in Serum or Plasma,LOINC
ZZZ,4,진단검사,L34411^^02,"Digoxin (Lanovin, Dinoxin), 녹십자",10535-3,Digoxin [Mass/volume] in Serum or Plasma,LOINC
XXX,62,진단검사,L6002^^02,"Helminth, ova",10671-6,Helminth identified in Specimen,LOINC
XXX,10,진단검사,L6002^^01,"Helminth, ova",10671-6,Helminth identified in Specimen,LOINC
XXX,42,진단검사,L6005^^02,Egg count,10704-5,Ova and parasites identified in Stool by Light microscopy,LOINC
